,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
1,904522,833076,722979,412624,817093,1044621,1199865,1330772,1436049,1335176,1057855,703775
2,279106,257077,263862,191812,460580,586361,633377,690802,746443,654838,496999,290616
0,56968,56677,81616,78326,210217,251291,272566,307940,305733,258855,181850,94538
