,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
St Nicholas Ave & Manhattan Ave,1037.0,862.0,878.0,644.0,1254.0,1750.0,1954.0,2173.0,2705.0,2544.0,2073.0,1402.0
Kent Ave & S 11 St,1033.0,935.0,1089.0,1082.0,2598.0,3091.0,2769.0,3271.0,3320.0,3006.0,2033.0,1072.0
Union Ave & N 12 St,1024.0,970.0,1330.0,1242.0,2985.0,4068.0,3935.0,4584.0,4586.0,3363.0,2506.0,1132.0
W 100 St & Manhattan Ave,1018.0,960.0,971.0,829.0,1524.0,1643.0,2332.0,3415.0,3554.0,3421.0,2892.0,1892.0
46 Ave & 5 St,1017.0,882.0,976.0,898.0,2469.0,2952.0,2748.0,2959.0,2980.0,2306.0,1836.0,847.0
Metropolitan Ave & Meeker Ave,1017.0,1079.0,871.0,518.0,1293.0,1561.0,1736.0,2249.0,2169.0,1858.0,1487.0,699.0
5 Ave & 3 St,1014.0,954.0,898.0,469.0,1083.0,1484.0,1567.0,2116.0,2226.0,2083.0,1690.0,1132.0
India St & Manhattan Ave,1010.0,1022.0,1104.0,676.0,1470.0,1865.0,1819.0,1959.0,2248.0,2032.0,1488.0,809.0
E 91 St & Park Ave,1007.0,921.0,894.0,681.0,989.0,995.0,1264.0,1542.0,1969.0,1890.0,1762.0,1264.0
Flushing Ave & Vanderbilt Ave,1003.0,1012.0,967.0,553.0,1197.0,1332.0,1615.0,1946.0,2237.0,1772.0,1475.0,1030.0
Kane St & Clinton St,1003.0,907.0,771.0,301.0,677.0,854.0,963.0,1058.0,1326.0,1242.0,973.0,592.0
E 97 St & Madison Ave,997.0,862.0,1037.0,1107.0,2457.0,2856.0,2675.0,2769.0,3567.0,2752.0,2316.0,1433.0
Frederick Douglass Blvd & W 112 St,988.0,918.0,1208.0,1211.0,2163.0,2865.0,2987.0,3091.0,3625.0,3383.0,2651.0,1536.0
E 102 St & 1 Ave,980.0,956.0,1031.0,1049.0,2700.0,3052.0,2935.0,3080.0,3169.0,2532.0,1878.0,1300.0
Driggs Ave & N Henry St,975.0,929.0,809.0,534.0,1036.0,1637.0,1817.0,1907.0,1908.0,1579.0,1178.0,719.0
Riverside Dr & W 78 St,968.0,722.0,964.0,844.0,2150.0,2366.0,2537.0,3405.0,3491.0,2111.0,1462.0,678.0
E 85 St & York Ave,964.0,836.0,959.0,787.0,1515.0,1657.0,2059.0,2025.0,2243.0,2320.0,2233.0,1382.0
3 St & Prospect Park West,964.0,788.0,1155.0,1288.0,3374.0,3460.0,3255.0,3595.0,3251.0,2738.0,2085.0,1048.0
E 68 St & 3 Ave,962.0,868.0,848.0,666.0,1274.0,1652.0,1981.0,1953.0,2009.0,758.0,862.0,1034.0
E 82 St & East End Ave,962.0,809.0,954.0,740.0,1770.0,1715.0,1670.0,1940.0,2018.0,2081.0,1702.0,1102.0
McGuinness Blvd & Eagle St,958.0,971.0,901.0,761.0,1952.0,2164.0,2140.0,1634.0,516.0,1733.0,1472.0,839.0
3 Ave & Schermerhorn St,955.0,950.0,1037.0,855.0,1950.0,2235.0,2267.0,2410.0,2361.0,2003.0,1542.0,1001.0
Washington Park,952.0,794.0,699.0,540.0,1418.0,1812.0,1563.0,1977.0,2075.0,1727.0,1330.0,653.0
Atlantic Ave & Furman St,941.0,832.0,1605.0,1409.0,3484.0,3759.0,4302.0,4974.0,4147.0,3126.0,2223.0,996.0
Washington Ave & Park Ave,939.0,959.0,806.0,399.0,772.0,1063.0,1078.0,1191.0,1431.0,1391.0,976.0,687.0
W 116 St & Amsterdam Ave,935.0,1058.0,711.0,400.0,673.0,568.0,672.0,975.0,1690.0,1470.0,1375.0,880.0
31 St & Broadway,933.0,847.0,831.0,588.0,1243.0,1581.0,1801.0,1893.0,1962.0,1741.0,1230.0,783.0
Emerson Pl & Myrtle Ave,931.0,1006.0,885.0,456.0,1018.0,1500.0,1694.0,1707.0,1939.0,1768.0,1515.0,833.0
Lenox Ave & W 126 St,927.0,801.0,1004.0,880.0,1959.0,2701.0,3112.0,3353.0,3457.0,2982.0,2321.0,1549.0
Central Park West & W 82 St,924.0,,,,,,,,,,,
Carroll St & 5 Ave,914.0,785.0,726.0,301.0,687.0,923.0,1143.0,1447.0,1481.0,1416.0,1159.0,833.0
Roebling St & N 4 St,909.0,802.0,852.0,611.0,1436.0,1863.0,2109.0,2862.0,3597.0,2194.0,1594.0,840.0
St James Pl & Pearl St,909.0,798.0,786.0,478.0,1059.0,1181.0,1159.0,1308.0,1455.0,1283.0,944.0,649.0
Perry St & Greenwich Ave,903.0,1082.0,938.0,699.0,1639.0,2266.0,2646.0,2930.0,3284.0,2894.0,2215.0,1164.0
Nassau St & Navy St,903.0,684.0,761.0,575.0,1316.0,1281.0,1408.0,1380.0,1326.0,1236.0,1117.0,746.0
Nassau Ave & Newell St,890.0,934.0,730.0,469.0,958.0,1319.0,1301.0,1478.0,1527.0,1511.0,1228.0,742.0
West End Ave & W 94 St,888.0,680.0,1045.0,986.0,2216.0,2473.0,2565.0,2936.0,3129.0,2666.0,2023.0,1149.0
Stagg St & Union Ave,884.0,861.0,920.0,750.0,1917.0,2289.0,2499.0,3046.0,3077.0,2822.0,1980.0,1156.0
W 90 St & Amsterdam Ave,881.0,769.0,878.0,754.0,1359.0,1728.0,1936.0,2547.0,2122.0,2079.0,1616.0,1143.0
3 St & 7 Ave,879.0,782.0,621.0,358.0,904.0,1013.0,1133.0,1322.0,1760.0,1608.0,1199.0,943.0
5 Ave & E 93 St,879.0,795.0,1132.0,985.0,2443.0,2266.0,2124.0,2146.0,2526.0,2304.0,2055.0,1116.0
Bergen St & Vanderbilt Ave,876.0,900.0,814.0,557.0,1439.0,1694.0,1954.0,2358.0,2560.0,2305.0,1756.0,861.0
Henry St & Middagh St,869.0,749.0,707.0,472.0,976.0,1082.0,1124.0,1335.0,1392.0,1153.0,929.0,391.0
31 St & 23 Ave,865.0,780.0,788.0,549.0,1344.0,1680.0,1895.0,1905.0,1868.0,1563.0,1157.0,764.0
Bedford Ave & Bergen St,865.0,804.0,849.0,848.0,1696.0,2174.0,2377.0,2365.0,2450.0,2070.0,1493.0,919.0
Baltic St & 5 Ave,859.0,849.0,784.0,431.0,836.0,1106.0,1422.0,2107.0,1942.0,1609.0,1344.0,803.0
Douglass St & 4 Ave,858.0,785.0,726.0,323.0,614.0,626.0,874.0,992.0,1037.0,1051.0,793.0,530.0
Monroe St & Bedford Ave,854.0,822.0,646.0,468.0,950.0,1305.0,1333.0,1618.0,1484.0,1427.0,1121.0,779.0
Eastern Pkwy & Franklin Ave,853.0,758.0,852.0,773.0,1634.0,2247.0,2045.0,1978.0,2167.0,1838.0,1325.0,733.0
Lafayette Ave & Classon Ave,852.0,812.0,689.0,374.0,1066.0,1529.0,1777.0,1728.0,1637.0,1452.0,1027.0,672.0
Bus Slip & State St,849.0,779.0,988.0,795.0,2119.0,1986.0,2271.0,2523.0,2499.0,1807.0,1184.0,496.0
E 88 St & Park Ave,845.0,744.0,825.0,717.0,1249.0,1401.0,1519.0,1579.0,1925.0,1836.0,1537.0,1269.0
Warren St & Court St,845.0,631.0,643.0,272.0,577.0,747.0,942.0,1132.0,1247.0,980.0,927.0,644.0
Degraw St & Smith St,843.0,752.0,686.0,277.0,753.0,892.0,1124.0,1532.0,1695.0,1323.0,987.0,597.0
Smith St & 9 St,840.0,703.0,623.0,300.0,601.0,651.0,874.0,920.0,1019.0,860.0,722.0,432.0
E 58 St & 1 Ave (NE Corner),839.0,778.0,766.0,574.0,1222.0,1228.0,1607.0,1561.0,1698.0,1223.0,1164.0,785.0
31 St & Newtown Ave,839.0,796.0,804.0,565.0,1280.0,1649.0,1834.0,2140.0,2171.0,1873.0,1492.0,914.0
Carroll St & 6 Ave,837.0,795.0,589.0,301.0,682.0,714.0,802.0,1309.0,1530.0,1269.0,1005.0,630.0
Cumberland St & Lafayette Ave,827.0,810.0,677.0,526.0,1113.0,1499.0,1342.0,1603.0,1760.0,1515.0,1341.0,694.0
3 Ave & E 72 St,827.0,711.0,740.0,692.0,1606.0,1766.0,1976.0,2161.0,2137.0,1961.0,1558.0,1121.0
E 78 St & 2 Ave,819.0,741.0,797.0,794.0,1512.0,1594.0,1880.0,2089.0,2239.0,2111.0,1584.0,1090.0
E 110 St & Madison Ave,813.0,826.0,983.0,806.0,2012.0,2730.0,2768.0,2967.0,3021.0,2547.0,2041.0,1105.0
S 4 St & Rodney St,810.0,712.0,736.0,577.0,1308.0,1810.0,1922.0,1997.0,2129.0,1839.0,1422.0,795.0
E 67 St & Park Ave,810.0,787.0,700.0,435.0,734.0,866.0,997.0,886.0,1258.0,1363.0,1166.0,597.0
Grand Ave & Bergen St,805.0,812.0,606.0,361.0,726.0,1006.0,1235.0,1284.0,1402.0,1252.0,945.0,541.0
Dean St & Franklin Ave,799.0,838.0,789.0,561.0,1316.0,1600.0,1742.0,1956.0,2085.0,1861.0,1308.0,908.0
DeKalb Ave & S Portland Ave,796.0,750.0,866.0,598.0,2006.0,2722.0,2958.0,3226.0,3277.0,2620.0,1934.0,991.0
Graham Ave & Grand St,795.0,723.0,896.0,643.0,1539.0,1780.0,2028.0,2448.0,2853.0,2104.0,1565.0,916.0
S Portland Ave & Hanson Pl,793.0,816.0,630.0,354.0,908.0,1255.0,1137.0,1369.0,1528.0,1370.0,1071.0,718.0
Franklin St & Dupont St,792.0,768.0,825.0,694.0,1812.0,2254.0,2424.0,2878.0,2817.0,2239.0,1698.0,955.0
Front St & Gold St,791.0,778.0,799.0,405.0,881.0,950.0,1121.0,1313.0,1347.0,1250.0,1009.0,701.0
Carlton Ave & Dean St,791.0,771.0,634.0,425.0,951.0,1347.0,1457.0,2051.0,2019.0,1674.0,1258.0,728.0
Madison Ave & E 99 St,789.0,674.0,708.0,954.0,1874.0,2128.0,2177.0,2096.0,2424.0,2030.0,1710.0,1109.0
6 Ave & 9 St,788.0,772.0,613.0,249.0,561.0,648.0,705.0,845.0,1013.0,1130.0,994.0,614.0
Scholes St & Manhattan Ave,787.0,752.0,793.0,536.0,1308.0,1931.0,2231.0,2713.0,2466.0,2256.0,1609.0,921.0
St Johns Pl & Washington Ave,785.0,620.0,657.0,487.0,1145.0,1400.0,1329.0,1574.0,1564.0,1383.0,1038.0,791.0
Johnson St & Gold St,784.0,757.0,817.0,525.0,1371.0,1610.0,1809.0,2024.0,1875.0,1248.0,1313.0,829.0
34 Ave & 38 St,775.0,820.0,722.0,477.0,1004.0,1255.0,1256.0,1444.0,1597.0,1536.0,1108.0,726.0
Park Pl & Vanderbilt Ave,775.0,750.0,878.0,673.0,1335.0,1607.0,1814.0,2121.0,2149.0,2019.0,1566.0,871.0
3 St & 3 Ave,772.0,742.0,782.0,370.0,600.0,746.0,915.0,1027.0,1096.0,1008.0,835.0,601.0
2 Ave & E 104 St,770.0,650.0,699.0,603.0,1254.0,1565.0,1610.0,1601.0,1939.0,1655.0,1336.0,749.0
Clinton St & Union St,769.0,679.0,629.0,275.0,558.0,674.0,787.0,923.0,1336.0,1121.0,955.0,634.0
E 103 St & Lexington Ave,768.0,698.0,744.0,492.0,1067.0,1453.0,1797.0,1777.0,1812.0,1651.0,1184.0,796.0
Lenox Ave & W 130 St,764.0,813.0,1042.0,1157.0,1708.0,1619.0,1469.0,1467.0,1521.0,1324.0,1022.0,622.0
44 Dr & Jackson Ave,764.0,612.0,895.0,709.0,1742.0,2398.0,2233.0,2379.0,2064.0,1852.0,1356.0,681.0
14 St & 5 Ave,763.0,711.0,794.0,547.0,1201.0,1319.0,1403.0,1615.0,1768.0,1395.0,1169.0,775.0
W 106 St & Amsterdam Ave,763.0,688.0,856.0,801.0,1302.0,1447.0,1660.0,1974.0,2233.0,2102.0,1731.0,1142.0
Classon Ave & St Marks Ave,762.0,695.0,645.0,447.0,835.0,1344.0,1406.0,1617.0,1548.0,1452.0,1168.0,700.0
E 60 St & York Ave,749.0,705.0,892.0,733.0,1445.0,1427.0,1689.0,1662.0,1368.0,1074.0,1037.0,717.0
West End Ave & W 107 St,749.0,616.0,730.0,802.0,1432.0,1796.0,1858.0,2164.0,2132.0,1932.0,1739.0,1181.0
1 Ave & E 94 St,738.0,641.0,914.0,952.0,2002.0,2769.0,2629.0,2931.0,2838.0,2529.0,1906.0,1335.0
Laight St & Hudson St,733.0,649.0,678.0,364.0,620.0,814.0,915.0,993.0,1028.0,1042.0,835.0,487.0
Bayard St & Leonard St,732.0,730.0,623.0,328.0,932.0,1186.0,1372.0,1717.0,1470.0,1227.0,1078.0,554.0
E 93 St & 2 Ave,720.0,633.0,715.0,588.0,1166.0,1362.0,1374.0,1509.0,1803.0,1651.0,1486.0,949.0
India St & West St,718.0,735.0,716.0,194.0,1269.0,1660.0,1932.0,2062.0,2056.0,1695.0,1262.0,674.0
Frederick Douglass Blvd & W 115 St,716.0,701.0,848.0,840.0,1730.0,2274.0,2365.0,2499.0,2602.0,2273.0,1895.0,1042.0
Pacific St & Nevins St,715.0,716.0,639.0,374.0,785.0,1010.0,943.0,1036.0,1313.0,1253.0,902.0,653.0
Columbia St & Degraw St,710.0,617.0,730.0,542.0,1018.0,953.0,1039.0,1362.0,1608.0,1397.0,749.0,437.0
44 Dr & 21 St,709.0,623.0,513.0,242.0,726.0,852.0,913.0,878.0,1408.0,1189.0,1045.0,603.0
Driggs Ave & Lorimer St,708.0,672.0,736.0,583.0,1548.0,2004.0,1979.0,766.0,532.0,1489.0,1209.0,635.0
Richardson St & N Henry St,707.0,640.0,478.0,228.0,594.0,779.0,777.0,952.0,1127.0,1025.0,693.0,429.0
Kingsland Ave & Nassau Ave,706.0,673.0,567.0,252.0,538.0,956.0,967.0,1301.0,1456.0,1360.0,1133.0,710.0
President St & Henry St,693.0,607.0,497.0,268.0,515.0,554.0,636.0,658.0,880.0,883.0,731.0,462.0
Bond St & Bergen St,693.0,639.0,589.0,377.0,756.0,947.0,1126.0,1360.0,1275.0,1142.0,1012.0,634.0
Carlton Ave & Flushing Ave,693.0,715.0,615.0,326.0,665.0,726.0,731.0,843.0,1011.0,885.0,772.0,557.0
1 Ave & E 110 St,689.0,621.0,790.0,520.0,1342.0,1879.0,2046.0,1945.0,2161.0,1884.0,1430.0,953.0
Garfield Pl & 8 Ave,688.0,572.0,541.0,335.0,900.0,961.0,838.0,1036.0,1397.0,1264.0,990.0,667.0
St. Nicholas Ave & W 126 St,684.0,615.0,855.0,922.0,2012.0,1947.0,2222.0,2675.0,3136.0,2816.0,2145.0,1380.0
14 St & 7 Ave,684.0,544.0,595.0,421.0,901.0,1035.0,962.0,1217.0,1457.0,1494.0,1094.0,645.0
W 110 St & Amsterdam Ave,681.0,690.0,804.0,717.0,1581.0,1839.0,2243.0,2386.0,2540.0,2353.0,1908.0,1264.0
45 Rd & 11 St,681.0,633.0,635.0,471.0,1104.0,1166.0,1177.0,1381.0,1943.0,1514.0,1214.0,678.0
3 Ave & E 71 St,680.0,678.0,775.0,686.0,1258.0,1563.0,1717.0,1715.0,1859.0,2276.0,1666.0,952.0
Carroll St & Bond St,679.0,581.0,544.0,311.0,627.0,830.0,1028.0,1200.0,1263.0,1016.0,716.0,420.0
Clermont Ave & Park Ave,678.0,588.0,444.0,225.0,414.0,748.0,258.0,365.0,755.0,741.0,696.0,393.0
Monroe St & Classon Ave,674.0,716.0,655.0,423.0,987.0,1259.0,1542.0,1236.0,925.0,834.0,594.0,390.0
Franklin Ave & Empire Blvd,674.0,662.0,1054.0,1252.0,3767.0,3796.0,3635.0,3542.0,2791.0,,,
Washington Ave & Greene Ave,673.0,626.0,592.0,369.0,736.0,1286.0,1431.0,1368.0,1320.0,1244.0,1028.0,606.0
Carlton Ave & Park Ave,670.0,707.0,462.0,204.0,514.0,808.0,792.0,906.0,883.0,701.0,617.0,412.0
Underhill Ave & Lincoln Pl,666.0,762.0,708.0,603.0,1353.0,1641.0,1572.0,1957.0,1824.0,1535.0,1360.0,762.0
Lexington Ave & E 111 St,661.0,642.0,678.0,523.0,894.0,1224.0,1350.0,1502.0,1616.0,1457.0,1148.0,852.0
Mt Morris Park W & W 120 St,657.0,664.0,655.0,589.0,1232.0,1462.0,1474.0,1823.0,1873.0,1593.0,1304.0,770.0
4 Ave & 9 St,654.0,558.0,536.0,192.0,588.0,664.0,916.0,981.0,1286.0,996.0,890.0,493.0
Butler St & Court St,647.0,624.0,541.0,274.0,572.0,617.0,738.0,703.0,862.0,782.0,663.0,476.0
Lexington Ave & Classon Ave,644.0,620.0,685.0,444.0,1012.0,1420.0,1605.0,1948.0,1809.0,1541.0,1137.0,563.0
Avenue D & E 8 St (home location),642.0,,,,,,,,,,,
W 104 St & Amsterdam Ave,639.0,576.0,578.0,610.0,1119.0,1386.0,1824.0,1715.0,1679.0,1835.0,1369.0,813.0
Carroll St & Columbia St,639.0,533.0,604.0,356.0,626.0,663.0,840.0,520.0,,82.0,669.0,474.0
Montrose Ave & Bushwick Ave,637.0,600.0,628.0,564.0,1217.0,1476.0,1697.0,1779.0,1827.0,1622.0,1289.0,671.0
E 12 St & 4 Av,635.0,,,,,,,,,,,
Kosciuszko St & Tompkins Ave,624.0,602.0,464.0,360.0,926.0,1333.0,1474.0,1350.0,1354.0,1142.0,789.0,430.0
E 12 St & Ave C,620.0,1287.0,1243.0,785.0,1636.0,2018.0,,,,,,
Prospect Pl & 6 Ave,618.0,538.0,412.0,210.0,624.0,716.0,816.0,204.0,1115.0,1113.0,785.0,475.0
Degraw St & Hoyt St,616.0,590.0,527.0,238.0,491.0,615.0,669.0,752.0,928.0,885.0,693.0,459.0
E 66 St & Madison Ave,615.0,547.0,701.0,572.0,1441.0,1604.0,1585.0,1490.0,1610.0,1701.0,1503.0,759.0
Clermont Ave & Lafayette Ave,612.0,654.0,524.0,315.0,661.0,1083.0,971.0,1059.0,1223.0,1198.0,931.0,461.0
Cadman Plaza E & Johnson St,608.0,583.0,695.0,432.0,1359.0,1452.0,1261.0,1530.0,1398.0,1357.0,776.0,227.0
Monroe St & Tompkins Ave,605.0,552.0,470.0,316.0,742.0,1200.0,1214.0,1545.0,1662.0,1503.0,1089.0,654.0
10 St & 7 Ave,605.0,528.0,511.0,424.0,668.0,783.0,847.0,1036.0,1270.0,1136.0,881.0,579.0
E 81 St & Park Ave,604.0,438.0,564.0,456.0,781.0,1222.0,1368.0,1168.0,1576.0,1667.0,1127.0,680.0
Columbia St & Kane St,601.0,510.0,624.0,443.0,937.0,1013.0,1169.0,1226.0,1217.0,1032.0,785.0,482.0
Division St & Bowery (old),598.0,,,,,,,,,,,
E 68 St & Madison Ave,595.0,610.0,567.0,412.0,1216.0,1500.0,1408.0,1267.0,1117.0,451.0,583.0,570.0
Clinton St & 4 Place,594.0,532.0,526.0,295.0,665.0,802.0,814.0,962.0,1060.0,957.0,778.0,504.0
Fulton St & Clermont Ave,594.0,492.0,539.0,405.0,843.0,1191.0,1037.0,1048.0,1232.0,1180.0,789.0,520.0
Dock 72 Way & Market St,593.0,581.0,406.0,175.0,267.0,526.0,688.0,829.0,975.0,860.0,689.0,550.0
Adam Clayton Powell Blvd & W 123 St,592.0,552.0,513.0,457.0,943.0,1197.0,1166.0,1412.0,1449.0,1349.0,957.0,722.0
Delancey St & Eldridge St,589.0,913.0,875.0,700.0,1654.0,1932.0,2370.0,2461.0,2448.0,2078.0,1442.0,832.0
Court St & Nelson St,586.0,561.0,461.0,262.0,444.0,561.0,738.0,888.0,891.0,908.0,743.0,432.0
Dean St & Hoyt St,579.0,531.0,608.0,352.0,751.0,900.0,1113.0,1172.0,1312.0,1244.0,936.0,656.0
Pierrepont St & Monroe Pl,578.0,495.0,488.0,275.0,611.0,883.0,986.0,1673.0,1471.0,1085.0,778.0,549.0
W 113 St & Broadway,574.0,542.0,648.0,684.0,1087.0,1163.0,1506.0,1847.0,2070.0,2070.0,1758.0,1138.0
Graham Ave & Withers St,573.0,567.0,542.0,377.0,698.0,998.0,1171.0,1872.0,2215.0,1254.0,965.0,637.0
Pitt St & Stanton St,568.0,544.0,508.0,412.0,802.0,951.0,1093.0,1272.0,1309.0,1079.0,955.0,510.0
East End Ave & E 86 St,567.0,458.0,716.0,750.0,1808.0,1875.0,1797.0,2023.0,2093.0,1735.0,1487.0,770.0
Battery Pl & Greenwich St,564.0,,,,,,,,,,,
W 82 St & Central Park West,562.0,1135.0,1410.0,1192.0,2759.0,2786.0,3950.0,396.0,1627.0,3084.0,2579.0,1327.0
28 St & 41 Ave,557.0,529.0,571.0,414.0,1093.0,1385.0,1541.0,1280.0,1457.0,1209.0,937.0,508.0
Broadway & Moylan Pl,556.0,626.0,601.0,574.0,1290.0,1164.0,1198.0,1019.0,1299.0,1157.0,1002.0,561.0
Myrtle Ave & St Edwards St,553.0,529.0,571.0,424.0,1065.0,1458.0,1169.0,1406.0,1444.0,1204.0,932.0,495.0
Halsey St & Tompkins Ave,552.0,417.0,412.0,385.0,984.0,1557.0,1388.0,1398.0,1440.0,1299.0,876.0,572.0
Fulton St & Irving Pl,551.0,459.0,496.0,398.0,731.0,1085.0,1075.0,1265.0,1271.0,1161.0,908.0,549.0
W 120 St & Claremont Ave,547.0,515.0,483.0,369.0,865.0,917.0,1175.0,1457.0,1530.0,1193.0,1182.0,542.0
W 116 St & Broadway,546.0,599.0,552.0,512.0,1097.0,1245.0,1236.0,1551.0,1767.0,1676.0,1637.0,796.0
Smith St & 3 St,543.0,443.0,425.0,257.0,608.0,695.0,790.0,1111.0,1393.0,1039.0,782.0,531.0
E 109 St & 3 Ave,540.0,481.0,615.0,446.0,950.0,1010.0,1114.0,1194.0,1337.0,1105.0,854.0,541.0
Concord St & Bridge St,539.0,440.0,546.0,369.0,1057.0,1162.0,1233.0,1416.0,1388.0,1244.0,939.0,553.0
Fulton St & Rockwell Pl,539.0,,,,,,,,,,,
Leonard St & Maujer St,538.0,473.0,620.0,397.0,957.0,1530.0,1627.0,1911.0,1883.0,1601.0,1275.0,747.0
Park Ave & St Edwards St,537.0,493.0,448.0,132.0,412.0,1021.0,604.0,411.0,192.0,515.0,482.0,374.0
Central Park West & W 102 St,532.0,450.0,581.0,549.0,1393.0,1537.0,415.0,,,,,
Underhill Ave & Pacific St,527.0,564.0,519.0,325.0,814.0,1030.0,1158.0,1152.0,1156.0,1191.0,971.0,607.0
Vernon Blvd & 47 Rd,520.0,439.0,505.0,415.0,1390.0,1558.0,1390.0,1568.0,1517.0,1197.0,902.0,388.0
Berkeley Pl & 6 Ave,520.0,489.0,395.0,242.0,462.0,547.0,719.0,1202.0,1375.0,882.0,786.0,503.0
Eastern Pkwy & Washington Ave,516.0,535.0,476.0,431.0,1182.0,1406.0,1402.0,1491.0,1638.0,1470.0,1051.0,499.0
Cambridge Pl & Gates Ave,515.0,431.0,513.0,378.0,815.0,1135.0,1259.0,1337.0,1466.0,1244.0,1111.0,687.0
Division Ave & Hooper St,511.0,390.0,427.0,438.0,811.0,1047.0,1147.0,1319.0,1207.0,1058.0,823.0,465.0
31 St & Astoria Blvd,509.0,530.0,387.0,215.0,552.0,721.0,805.0,937.0,883.0,765.0,578.0,320.0
Prospect Pl & Underhill Ave,499.0,452.0,373.0,260.0,539.0,856.0,857.0,942.0,1009.0,895.0,786.0,476.0
Lewis Ave & Madison St,499.0,458.0,553.0,453.0,1104.0,1460.0,1391.0,1585.0,1640.0,1640.0,1272.0,749.0
E 115 St & Lexington Ave,499.0,503.0,496.0,466.0,1033.0,1244.0,1502.0,1333.0,1511.0,1225.0,971.0,669.0
Lenox Ave & W 115 St,495.0,513.0,584.0,516.0,1087.0,1668.0,1655.0,1548.0,1696.0,1425.0,1116.0,717.0
Riverside Dr & W 91 St,492.0,427.0,962.0,1089.0,2784.0,2891.0,2891.0,3259.0,3184.0,2686.0,1765.0,885.0
Morningside Ave & W 123 St,490.0,440.0,600.0,435.0,1078.0,1345.0,1303.0,1354.0,1424.0,1118.0,944.0,587.0
Van Brunt St & Wolcott St,487.0,397.0,395.0,272.0,556.0,573.0,673.0,827.0,1012.0,718.0,556.0,397.0
2 Ave & E 99 St,487.0,471.0,492.0,404.0,1001.0,1445.0,1403.0,1479.0,1626.0,1438.0,1116.0,775.0
6 St & 7 Ave,486.0,418.0,411.0,574.0,1002.0,1298.0,1259.0,1264.0,1450.0,1424.0,1176.0,577.0
21 St & Queens Plaza North,484.0,510.0,493.0,221.0,434.0,837.0,731.0,1011.0,988.0,927.0,797.0,475.0
7 St & 5 Ave,483.0,449.0,393.0,197.0,456.0,560.0,738.0,815.0,881.0,787.0,750.0,593.0
E 102 St & Park Ave,482.0,466.0,540.0,407.0,896.0,1274.0,1414.0,1500.0,1517.0,1367.0,1108.0,767.0
W 107 St & Columbus Ave,481.0,442.0,493.0,624.0,1022.0,1027.0,1238.0,1431.0,1401.0,1400.0,976.0,590.0
Riverside Dr & W 104 St,481.0,520.0,953.0,1036.0,2755.0,3362.0,3481.0,3625.0,3638.0,2832.0,2408.0,1080.0
Prospect Park West & 8 St,479.0,377.0,613.0,641.0,1781.0,2042.0,1743.0,1983.0,2456.0,1927.0,1491.0,739.0
1 Pl & Clinton St,477.0,411.0,489.0,232.0,524.0,664.0,753.0,999.0,1206.0,1024.0,643.0,398.0
Willoughby Ave & Walworth St,476.0,459.0,523.0,455.0,1030.0,1270.0,1244.0,1393.0,1544.0,1236.0,942.0,667.0
Kosciuszko St & Nostrand Ave,475.0,391.0,423.0,424.0,1008.0,1285.0,1397.0,1661.0,1469.0,1221.0,856.0,476.0
Lefferts Pl & Franklin Ave,474.0,445.0,411.0,324.0,604.0,863.0,883.0,877.0,1086.0,969.0,774.0,452.0
E 118 St & Madison Ave,474.0,416.0,444.0,349.0,600.0,787.0,994.0,1024.0,1187.0,1077.0,910.0,588.0
Amsterdam Ave & W 119 St,468.0,475.0,444.0,245.0,376.0,556.0,817.0,944.0,940.0,865.0,630.0,380.0
Boerum St & Broadway,464.0,475.0,441.0,352.0,826.0,1066.0,1076.0,1248.0,1249.0,1100.0,803.0,498.0
E 95 St & 3 Ave,461.0,464.0,598.0,590.0,1103.0,1280.0,1458.0,1359.0,1527.0,1509.0,1269.0,696.0
Van Brunt St & Van Dyke St,458.0,417.0,578.0,535.0,1146.0,909.0,1253.0,1373.0,1275.0,1003.0,692.0,459.0
Greene Ave & Nostrand Ave,456.0,430.0,452.0,456.0,974.0,1323.0,1356.0,1602.0,1366.0,1276.0,823.0,490.0
Clinton Ave & Flushing Ave,455.0,485.0,540.0,362.0,875.0,758.0,813.0,853.0,1004.0,986.0,645.0,433.0
Putnam Ave & Throop Ave,453.0,372.0,407.0,356.0,727.0,992.0,1029.0,1106.0,1158.0,1034.0,755.0,417.0
E 106 St & Madison Ave,451.0,387.0,482.0,357.0,1073.0,1412.0,1456.0,1406.0,1435.0,1444.0,898.0,524.0
E 97 St & 3 Ave,448.0,408.0,509.0,502.0,755.0,797.0,958.0,904.0,973.0,845.0,762.0,452.0
Center Blvd & 48 Ave,447.0,368.0,591.0,718.0,2220.0,2415.0,1883.0,1918.0,1480.0,1039.0,824.0,299.0
Sterling Pl & Bedford Ave,447.0,403.0,558.0,493.0,1007.0,1435.0,1452.0,1695.0,1613.0,1426.0,1117.0,701.0
DeKalb Ave & Franklin Ave,445.0,448.0,522.0,535.0,1177.0,1672.0,1599.0,1776.0,1884.0,1596.0,1214.0,675.0
Franklin Ave & St Marks Ave,443.0,467.0,458.0,377.0,903.0,1110.0,1319.0,1468.0,1426.0,1137.0,901.0,508.0
Broadway & Whipple St,436.0,415.0,435.0,477.0,1048.0,1297.0,1238.0,1365.0,1508.0,1406.0,1043.0,729.0
Wyckoff St & Nevins St,435.0,485.0,480.0,283.0,556.0,741.0,885.0,1038.0,1172.0,965.0,771.0,527.0
