,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
Southern Blvd & Avenue St. John,,,,,,,,,141.0,241.0,113.0,68.0
Concourse Village West & E 156 St,,,,,,,,,131.0,191.0,118.0,59.0
Intervale Ave & Westchester Ave,,,,,,,,,131.0,195.0,142.0,93.0
Freeman St & Reverend James A Polite Ave,,,,,,,,,123.0,225.0,106.0,43.0
E 163 St & Tiffany St,,,,,,,,,122.0,144.0,69.0,39.0
Courtlandt Ave & E 157 St,,,,,,,,,112.0,192.0,139.0,68.0
Tinton Ave & E 165 St,,,,,,,,,98.0,240.0,158.0,106.0
3 Ave & Franklin Ave,,,,,,,,,94.0,250.0,146.0,68.0
River Ave & McClellan St,,,,,,,,,72.0,273.0,161.0,94.0
E 169 St & Fox St,,,,,,,,,69.0,193.0,95.0,33.0
Southern Blvd & Tiffany St,,,,,,,,,68.0,166.0,111.0,68.0
E 153 St & E 157 St,,,,,,,,,63.0,170.0,143.0,47.0
Concourse Village East & E 158 St,,,,,,,,,61.0,295.0,205.0,106.0
3 Ave & E 170 St,,,,,,,,,59.0,177.0,408.0,150.0
Beck St & Leggett Ave,,,,,,,,,57.0,137.0,122.0,65.0
Jerome Ave & Ogden Ave,,,,,,,,,39.0,31.0,34.0,18.0
Fulton Ave & E 168 St,,,,,,,,,33.0,127.0,152.0,100.0
E 170 St & Webster Ave,,,,,,,,,30.0,307.0,450.0,125.0
E 157 St & River Ave,,,,,,,,,23.0,386.0,297.0,128.0
3 Ave & E 163 St,,,,,,,,,19.0,211.0,237.0,120.0
Anderson Ave & W 164 St,,,,,,,,,16.0,112.0,51.0,23.0
E 163 St & Union Ave,,,,,,,,,7.0,186.0,133.0,62.0
Clay Ave & Claremont Pkwy,,,,,,,,,6.0,203.0,405.0,93.0
3 Ave & E 174 St,,,,,,,,,5.0,328.0,172.0,96.0
Dawson St & Intervale Ave,,,,,,,,,4.0,76.0,65.0,16.0
3 Ave & E 172 St,,,,,,,,,2.0,345.0,168.0,39.0
Fulton Ave & St. Paul's Pl,,,,,,,,,2.0,185.0,134.0,56.0
E 167 St & Clay Ave,,,,,,,,,1.0,279.0,255.0,72.0
Morris Ave & E 171 St,,,,,,,,,1.0,41.0,22.0,8.0
Wards Meadow Comfort Station,,,,,,,,,,894.0,993.0,348.0
8 Ave & W 16 St,,,,,,,,,,865.0,4455.0,2082.0
Clinton St & Tillary St,,,,,,,,,,668.0,1117.0,620.0
Icahn Stadium,,,,,,,,,,389.0,468.0,279.0
Sunken Meadow Comfort Station,,,,,,,,,,385.0,342.0,118.0
Warren St & W Broadway,,,,,,,,,,383.0,1095.0,823.0
Plaza Dr & W 170 St,,,,,,,,,,288.0,224.0,158.0
Bronx Shore Comfort Station,,,,,,,,,,279.0,269.0,122.0
Walton Ave & E 171 St,,,,,,,,,,267.0,277.0,161.0
River Ave & E 151 St,,,,,,,,,,192.0,552.0,354.0
Sherman Ave & E 166 St,,,,,,,,,,182.0,191.0,55.0
E 149 St & Park Ave,,,,,,,,,,179.0,232.0,85.0
Grand Concourse & E 166 St,,,,,,,,,,167.0,209.0,93.0
Jerome Ave & E 164 St,,,,,,,,,,148.0,115.0,90.0
Washington Ave & E 167 St,,,,,,,,,,147.0,296.0,103.0
E 167 St & Franklin Ave,,,,,,,,,,144.0,102.0,50.0
E 171 St & Webster Ave,,,,,,,,,,133.0,171.0,101.0
Louis Nine Blvd & Intervale Ave,,,,,,,,,,131.0,85.0,29.0
Boston Rd & E 167 St,,,,,,,,,,101.0,94.0,60.0
Prospect Ave & Jennings St,,,,,,,,,,95.0,39.0,11.0
Intervale Ave & Kelly St,,,,,,,,,,92.0,90.0,51.0
W 51 St & 6 Ave,,,,,,,,,,87.0,1718.0,1601.0
E 161 St & Park Ave,,,,,,,,,,86.0,204.0,132.0
Grant Ave & E 169 St,,,,,,,,,,85.0,241.0,126.0
Franklin Ave & E 169 St,,,,,,,,,,84.0,131.0,60.0
Waterloo Pl & Crotona Park East,,,,,,,,,,81.0,64.0,44.0
E 165 St & Clay Ave,,,,,,,,,,78.0,129.0,84.0
West Farms Rd & Boone Ave,,,,,,,,,,77.0,105.0,31.0
Washington Ave & E 163 St,,,,,,,,,,73.0,198.0,114.0
Wilkins Ave & Crotona Park E,,,,,,,,,,70.0,73.0,23.0
E 165 St & Jerome Ave,,,,,,,,,,64.0,81.0,36.0
Boston Rd & Prospect Ave,,,,,,,,,,63.0,129.0,34.0
Webster Ave & E 166 St,,,,,,,,,,42.0,92.0,53.0
Hunts Point Ave & Bryant Ave,,,,,,,,,,41.0,55.0,32.0
Freeman St & Southern Blvd,,,,,,,,,,35.0,134.0,64.0
E 170 St & Clay Ave,,,,,,,,,,35.0,133.0,45.0
Washington Ave & E 174 St,,,,,,,,,,33.0,182.0,80.0
Frederick Douglass Blvd & W 145 St,,,,,,,,,,32.0,551.0,342.0
Prospect Ave & E 167 St,,,,,,,,,,30.0,167.0,80.0
University Ave & W 168 St,,,,,,,,,,23.0,28.0,21.0
Boone Ave & E 172 St,,,,,,,,,,22.0,173.0,63.0
Crotona Park East & E 173 St,,,,,,,,,,20.0,64.0,19.0
Crotona Park North & Prospect Ave,,,,,,,,,,20.0,189.0,71.0
Barry St & Tiffany St,,,,,,,,,,17.0,20.0,6.0
Mount Eden Pkwy & Eastburn Ave,,,,,,,,,,17.0,90.0,46.0
E 165 St & Fox St,,,,,,,,,,16.0,69.0,24.0
Longfellow Ave & E 165 St,,,,,,,,,,12.0,86.0,43.0
Southern Blvd & E 149 St,,,,,,,,,,10.0,121.0,73.0
Southern Blvd & E 175 St,,,,,,,,,,7.0,180.0,96.0
E 167 St & Bryant Ave,,,,,,,,,,4.0,100.0,43.0
Lafayette Ave & Hunts Point Ave,,,,,,,,,,4.0,65.0,35.0
Sheridan Ave & E 172 St,,,,,,,,,,3.0,68.0,28.0
E 174 St & Longfellow Ave,,,,,,,,,,3.0,144.0,97.0
Union Ave & E 169 St,,,,,,,,,,2.0,63.0,24.0
Charlotte St & Boston Rd,,,,,,,,,,1.0,25.0,3.0
5 Ave & E 72 St,,,,,,,,,,,4999.0,2851.0
Broadway & W 58 St,,,,,,,,,,,3901.0,3643.0
6 Ave & W 45 St,,,,,,,,,,,1433.0,2089.0
E 53 St & 3 Ave,,,,,,,,,,,866.0,1176.0
Riverside Dr & W 153 St,,,,,,,,,,,346.0,199.0
W 35 St & 9 Ave,,,,,,,,,,,239.0,780.0
E 174 St & Walton Ave,,,,,,,,,,,122.0,146.0
Walton Ave & E 153 St,,,,,,,,,,,106.0,74.0
Hoe Ave & Jennings St,,,,,,,,,,,71.0,12.0
Bruckner Blvd & Bryant Ave,,,,,,,,,,,63.0,42.0
E 170 St & Webster Ave_old,,,,,,,,,,,46.0,
Fulton Ave & E 172 St,,,,,,,,,,,46.0,15.0
Garrison Ave & Manida St,,,,,,,,,,,35.0,9.0
W 54 St & 11 Ave,,,,,,,,,,,,920.0
W 44 St & 11 Ave,,,,,,,,,,,,827.0
Lexington Ave & E 24 St,,,,,,,,,,,,773.0
W 50 St & 10 Ave,,,,,,,,,,,,762.0
Cadman Plaza E & Tillary St,,,,,,,,,,,,496.0
Hudson St & W 13 St,,,,,,,,,,,,450.0
E 50 St & Park Ave,,,,,,,,,,,,385.0
Thompson St & Bleecker St,,,,,,,,,,,,363.0
Spring St & Hudson St,,,,,,,,,,,,261.0
Old Slip & South St,,,,,,,,,,,,235.0
W 10 St & Washington St,,,,,,,,,,,,172.0
E 54 St & 1 Ave,,,,,,,,,,,,94.0
34th Ave & Vernon Blvd,,,,,,,,,,,,53.0
Westchester Ave & Southern Blvd,,,,,,,,,,,,48.0
21 St & 23 Ave,,,,,,,,,,,,41.0
34 Ave & 31 St,,,,,,,,,,,,28.0
18 St & 27 Ave,,,,,,,,,,,,20.0
8 St & Astoria Blvd,,,,,,,,,,,,19.0
Seneca Ave & Irvine St,,,,,,,,,,,,11.0
Southern Blvd & E 174 St,,,,,,,,,,,,10.0
35 St & 23 Ave,,,,,,,,,,,,6.0
W 167 St & St. Nicholas Ave,,,,,,,,,,,,3.0
24 St & 38 Ave,,,,,,,,,,,,2.0
Morris Ave & E 163 St,,,,,,,,,,,,1.0
