,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
Hart St & Wyckoff Ave,96.0,73.0,112.0,96.0,230.0,288.0,404.0,456.0,360.0,329.0,220.0,169.0
Stewart Ave & Johnson Ave,95.0,98.0,76.0,51.0,108.0,203.0,227.0,254.0,297.0,253.0,171.0,94.0
Broadway & Hancock St,95.0,78.0,163.0,202.0,522.0,694.0,708.0,828.0,765.0,677.0,419.0,237.0
11 St & 35 Ave,94.0,84.0,102.0,39.0,95.0,155.0,197.0,149.0,198.0,149.0,117.0,48.0
Irving Ave & Halsey St,90.0,110.0,138.0,172.0,335.0,482.0,494.0,546.0,500.0,404.0,306.0,175.0
Railroad Ave & Kay Ave,88.0,69.0,54.0,32.0,50.0,100.0,120.0,126.0,99.0,91.0,87.0,68.0
Bushwick Ave & Harman St,88.0,102.0,151.0,218.0,475.0,638.0,706.0,852.0,763.0,636.0,444.0,278.0
Halsey St & Broadway,87.0,83.0,230.0,255.0,537.0,852.0,912.0,879.0,779.0,802.0,575.0,304.0
Menahan St & Central Ave,86.0,73.0,117.0,125.0,226.0,308.0,344.0,431.0,421.0,331.0,297.0,132.0
Forest Ave & Summerfield St,84.0,72.0,158.0,202.0,490.0,649.0,524.0,585.0,657.0,574.0,482.0,258.0
Myrtle Ave & Grove St,83.0,72.0,107.0,154.0,278.0,274.0,365.0,419.0,410.0,285.0,157.0,93.0
Putnam Ave & Wyckoff Ave,82.0,101.0,143.0,183.0,319.0,438.0,510.0,609.0,543.0,363.0,304.0,160.0
White St & Johnson Ave,80.0,71.0,84.0,69.0,100.0,176.0,189.0,264.0,235.0,215.0,143.0,95.0
Central Ave & Weirfield St,80.0,77.0,124.0,150.0,318.0,505.0,597.0,559.0,554.0,512.0,351.0,209.0
Knickerbocker Ave & Hancock St,80.0,92.0,133.0,105.0,260.0,365.0,377.0,431.0,484.0,410.0,293.0,123.0
Knickerbocker Ave & Cooper St,79.0,80.0,82.0,110.0,245.0,328.0,418.0,455.0,440.0,324.0,213.0,114.0
Columbia St & Lorraine St,79.0,81.0,90.0,130.0,177.0,206.0,216.0,157.0,209.0,199.0,133.0,61.0
Jefferson Ave & Evergreen Ave,78.0,89.0,107.0,114.0,265.0,374.0,477.0,492.0,479.0,463.0,360.0,232.0
Henry St & Bay St,78.0,93.0,120.0,125.0,287.0,227.0,274.0,257.0,311.0,137.0,149.0,157.0
21 St & 38 Ave,74.0,86.0,118.0,94.0,204.0,256.0,246.0,282.0,214.0,166.0,162.0,97.0
Madison St & Seneca Ave,74.0,108.0,108.0,118.0,230.0,297.0,274.0,342.0,365.0,280.0,217.0,149.0
Menahan St & Wyckoff Ave,72.0,62.0,104.0,86.0,218.0,322.0,449.0,531.0,412.0,370.0,287.0,171.0
Greene Ave & Grandview Ave,70.0,82.0,100.0,142.0,229.0,286.0,305.0,295.0,286.0,276.0,229.0,113.0
Eldert St & Bushwick Ave,70.0,63.0,100.0,93.0,246.0,314.0,370.0,404.0,377.0,315.0,203.0,96.0
Harman St & Seneca Ave,69.0,52.0,80.0,71.0,273.0,315.0,328.0,267.0,,132.0,175.0,114.0
Bushwick Ave & Dekalb Ave,69.0,74.0,129.0,145.0,411.0,610.0,534.0,749.0,741.0,581.0,352.0,196.0
Morgan Ave & Maspeth Ave,68.0,79.0,119.0,128.0,336.0,367.0,419.0,569.0,482.0,527.0,384.0,208.0
Flushing Ave & Woodward Ave,65.0,60.0,117.0,147.0,363.0,364.0,419.0,324.0,357.0,379.0,255.0,158.0
Woodward Ave & Harman St,65.0,51.0,65.0,39.0,147.0,213.0,236.0,285.0,305.0,297.0,199.0,119.0
Central Ave & Himrod St,65.0,69.0,110.0,189.0,373.0,497.0,556.0,642.0,568.0,520.0,405.0,241.0
Bushwick Ave & Forrest St,65.0,61.0,116.0,129.0,489.0,585.0,716.0,795.0,733.0,547.0,393.0,215.0
Bushwick Ave & Linden St,64.0,78.0,135.0,242.0,488.0,641.0,673.0,636.0,550.0,491.0,392.0,231.0
Van Buren St & Broadway,64.0,86.0,151.0,150.0,413.0,534.0,618.0,677.0,779.0,545.0,401.0,231.0
Knickerbocker Ave & Halsey St,62.0,67.0,106.0,130.0,289.0,408.0,426.0,442.0,375.0,349.0,282.0,152.0
Central Ave & Melrose St,62.0,71.0,119.0,152.0,420.0,614.0,552.0,563.0,613.0,486.0,344.0,176.0
Madison St & Cypress Ave,58.0,63.0,73.0,149.0,261.0,342.0,296.0,332.0,331.0,323.0,228.0,117.0
Putnam Ave & Knickerbocker Ave,57.0,51.0,92.0,144.0,221.0,390.0,482.0,489.0,473.0,429.0,261.0,138.0
Madison St & Woodward Ave,54.0,70.0,93.0,91.0,291.0,329.0,338.0,384.0,505.0,397.0,275.0,174.0
Cypress Ave & Palmetto St,53.0,43.0,76.0,133.0,218.0,230.0,218.0,174.0,210.0,188.0,110.0,64.0
Central Ave & Covert St,53.0,48.0,80.0,91.0,216.0,348.0,276.0,297.0,311.0,258.0,161.0,83.0
Suydam St & St. Nicholas Ave,53.0,49.0,87.0,80.0,169.0,232.0,276.0,331.0,350.0,307.0,193.0,102.0
Frost St & Debevoise Ave,51.0,70.0,53.0,52.0,102.0,158.0,278.0,411.0,382.0,385.0,299.0,204.0
Central Ave & Decatur St,49.0,37.0,98.0,100.0,179.0,285.0,273.0,375.0,357.0,337.0,250.0,125.0
Willoughby Ave & Onderdonk Ave,47.0,40.0,46.0,43.0,151.0,238.0,237.0,332.0,240.0,170.0,161.0,106.0
Metropolitan Ave & Stewart Ave,47.0,52.0,62.0,97.0,172.0,157.0,136.0,160.0,160.0,116.0,83.0,52.0
Madison St & Forest Ave,47.0,55.0,87.0,124.0,351.0,429.0,466.0,596.0,578.0,488.0,366.0,163.0
Moffat St & Bushwick,46.0,45.0,84.0,86.0,176.0,289.0,280.0,318.0,282.0,231.0,208.0,97.0
Halsey St & Evergreen Ave,44.0,25.0,71.0,87.0,198.0,313.0,261.0,312.0,350.0,305.0,203.0,150.0
Menahan St & Onderdonk Ave,43.0,30.0,41.0,47.0,132.0,161.0,208.0,312.0,369.0,264.0,189.0,113.0
Cedar St & Evergreen Ave,43.0,38.0,76.0,59.0,220.0,352.0,404.0,461.0,465.0,348.0,244.0,134.0
Madison St & Evergreen Ave,42.0,52.0,46.0,75.0,107.0,215.0,284.0,326.0,261.0,230.0,161.0,110.0
Van Sinderen Ave & Truxton St,42.0,54.0,97.0,162.0,487.0,683.0,658.0,696.0,576.0,439.0,286.0,125.0
Onderdonk Ave & Gates Ave,41.0,30.0,90.0,108.0,299.0,292.0,277.0,384.0,181.0,165.0,178.0,164.0
Menahan St & Seneca Ave,32.0,38.0,52.0,122.0,251.0,301.0,370.0,407.0,505.0,317.0,240.0,149.0
Onderdonk Ave & Dekalb Ave,31.0,23.0,79.0,67.0,139.0,217.0,246.0,263.0,252.0,227.0,162.0,158.0
Hancock St & Wyckoff Ave,30.0,46.0,52.0,42.0,132.0,167.0,227.0,239.0,237.0,244.0,190.0,104.0
Stanhope St & Fairview Ave,29.0,30.0,59.0,45.0,249.0,359.0,291.0,345.0,295.0,228.0,185.0,108.0
Cypress Ave & George St,28.0,29.0,42.0,84.0,135.0,125.0,192.0,262.0,230.0,154.0,83.0,53.0
Metropolitan Ave & Vandervoort Ave,28.0,33.0,51.0,77.0,90.0,116.0,134.0,160.0,136.0,101.0,69.0,54.0
Stephen St & Seneca Ave,28.0,13.0,31.0,77.0,136.0,105.0,136.0,137.0,112.0,63.0,43.0,22.0
Bushwick Ave & Furman Ave,25.0,22.0,44.0,84.0,186.0,227.0,211.0,241.0,217.0,200.0,123.0,47.0
Linden St & Knickerbocker Ave,24.0,20.0,40.0,110.0,215.0,262.0,343.0,278.0,260.0,201.0,136.0,64.0
Centre St & Seneca Ave,22.0,38.0,55.0,100.0,146.0,273.0,285.0,298.0,266.0,169.0,121.0,65.0
Fairview Ave & Linden St,21.0,25.0,62.0,57.0,157.0,171.0,253.0,264.0,344.0,279.0,147.0,118.0
Broadway & Furman Ave,20.0,19.0,45.0,99.0,252.0,331.0,277.0,269.0,192.0,226.0,147.0,65.0
Grand St & Greene St,11.0,1307.0,1206.0,667.0,1585.0,2176.0,2908.0,3232.0,3275.0,3506.0,2670.0,1603.0
Somers St & Broadway,8.0,8.0,35.0,54.0,188.0,160.0,205.0,203.0,104.0,96.0,65.0,44.0
MTL-AOS-5.1,2.0,,1.0,,,,,,,,,
Washington St,2.0,,,,,1.0,1.0,1.0,4.0,5.0,2.0,1.0
NYCBS DEPOT - DELANCEY,2.0,9.0,12.0,,3.0,9.0,5.0,14.0,6.0,,7.0,1.0
Forrest portable kiosk,1.0,,,,,,,,,,,
West End Ave & W 78 St,,396.0,664.0,613.0,1317.0,1493.0,1786.0,131.0,702.0,1654.0,1224.0,953.0
Sands St Gate,,347.0,555.0,463.0,800.0,1017.0,1276.0,1402.0,1432.0,1307.0,1090.0,838.0
24 St & 41 Ave (original),,215.0,,,,,,,,,,
31 Ave & Steinway St (temp),,119.0,,,,,,,,,,
W 30 St & 10 Ave,,62.0,2052.0,1351.0,2662.0,3626.0,4708.0,5953.0,6991.0,6457.0,4986.0,3253.0
Paulus Hook,,3.0,1.0,,,1.0,3.0,2.0,3.0,1.0,,1.0
Harborside,,1.0,,,,1.0,1.0,3.0,1.0,,1.0,
Columbus Dr at Exchange Pl,,1.0,,,,2.0,1.0,1.0,,3.0,,1.0
Wall St & South St,,,307.0,1237.0,3538.0,4572.0,5150.0,5085.0,4434.0,3165.0,2129.0,229.0
Hoyt St & Warren St,,,87.0,152.0,270.0,569.0,513.0,592.0,537.0,488.0,382.0,241.0
Essex Light Rail,,,3.0,,,,,5.0,1.0,,,
Newport Pkwy,,,2.0,2.0,3.0,6.0,2.0,7.0,4.0,4.0,2.0,
Heights Elevator,,,2.0,,3.0,4.0,8.0,5.0,5.0,7.0,1.0,2.0
Grove St PATH,,,1.0,,,,1.0,2.0,1.0,,,
Astor Place,,,1.0,,,,,1.0,1.0,,,
Grand St,,,1.0,,,,,,1.0,1.0,,
Columbus Drive,,,1.0,,,,,,,3.0,,
Jersey & 6th St,,,1.0,,,,,,7.0,,,
W 169 St & Fort Washington Ave,,,,735.0,4386.0,4861.0,4088.0,2203.0,1436.0,1290.0,904.0,639.0
West St & Liberty St,,,,19.0,6438.0,8127.0,9079.0,10016.0,10788.0,8912.0,7098.0,3481.0
Newport PATH,,,,3.0,1.0,,,2.0,2.0,4.0,,1.0
Sip Ave,,,,1.0,3.0,,,,1.0,2.0,1.0,
1 Ave & E 16 St [temporarily removed],,,,,4353.0,,,,,,,
1 Ave & E 18 St [temporarily removed],,,,,4266.0,,,,,,,
W 59 St & West End Ave,,,,,4200.0,5762.0,1346.0,,,,,
LaGuardia Pl & W 3 St [temporarily removed],,,,,1791.0,,,,,,,
W 135 St & Lenox Terrace Pl,,,,,1257.0,1304.0,998.0,998.0,963.0,929.0,661.0,436.0
W Broadway & Spring St [temporarily removed],,,,,1208.0,,,,,,,
Lexington Ave & E 26 St [temporarily removed],,,,,1007.0,,,,,,,
St Nicholas Ave & W 137 St,,,,,923.0,2030.0,1242.0,1390.0,1194.0,987.0,645.0,269.0
E 149 St & Morris Ave,,,,,805.0,881.0,817.0,777.0,424.0,533.0,325.0,281.0
Willoughby Ave & Myrtle Ave [temporarily removed],,,,,771.0,,,,,,,
Lexington Ave & E 29 St [temporarily removed],,,,,741.0,,,,,,,
Greenpoint Ave & Manhattan Ave [temporarily removed],,,,,712.0,,,,,,,
Adam Clayton Powell Blvd & W 130 St,,,,,607.0,882.0,588.0,820.0,610.0,613.0,542.0,418.0
W 31 St & 7 Ave [temporarily removed],,,,,595.0,,,,,,,
Amsterdam Ave & W 136 St,,,,,502.0,564.0,351.0,441.0,497.0,444.0,365.0,157.0
2 Ave & E 125 St,,,,,483.0,899.0,1039.0,1163.0,1154.0,1080.0,698.0,442.0
Amsterdam Ave & W 131 St,,,,,466.0,505.0,425.0,360.0,420.0,399.0,294.0,139.0
E 138 St & 5 Av,,,,,442.0,779.0,687.0,691.0,344.0,698.0,530.0,379.0
Grand Concourse & E 144 St,,,,,418.0,931.0,920.0,718.0,483.0,292.0,215.0,115.0
5 Ave & E 135 St,,,,,410.0,537.0,460.0,736.0,722.0,645.0,475.0,347.0
Willis Ave & Bruckner Blvd,,,,,395.0,466.0,470.0,436.0,426.0,392.0,252.0,124.0
Marcus Garvey Blvd & Macon St    [temporarily removed],,,,,389.0,,,,,,,
E 132 St & Madison Ave,,,,,361.0,853.0,901.0,882.0,902.0,836.0,587.0,379.0
5 Ave & W 131 St,,,,,284.0,672.0,819.0,786.0,846.0,849.0,625.0,387.0
Lincoln Ave & E 138 St,,,,,280.0,488.0,450.0,514.0,467.0,493.0,382.0,240.0
Lexington Ave & E 128 St,,,,,263.0,402.0,413.0,404.0,477.0,391.0,370.0,162.0
Willis Ave & E 137 St,,,,,262.0,501.0,472.0,400.0,495.0,470.0,344.0,222.0
Willis Ave & E 141 St,,,,,237.0,399.0,293.0,369.0,464.0,436.0,282.0,130.0
Willow Ave & E 133 St,,,,,222.0,831.0,822.0,767.0,665.0,303.0,152.0,68.0
Convent Ave & W 135 St,,,,,206.0,275.0,197.0,248.0,308.0,335.0,300.0,154.0
Lincoln Ave & E 134 St,,,,,162.0,344.0,289.0,285.0,267.0,282.0,197.0,107.0
E 128 St & 3 Ave,,,,,117.0,120.0,174.0,185.0,141.0,137.0,82.0,39.0
Morris Ave & E 142 St,,,,,98.0,230.0,239.0,247.0,268.0,307.0,235.0,118.0
E 135 St & St Ann's Ave,,,,,82.0,164.0,174.0,178.0,176.0,197.0,139.0,103.0
Morris Ave & E 153 St,,,,,69.0,845.0,774.0,497.0,288.0,221.0,118.0,39.0
E 133 St & Cypress Pl,,,,,37.0,61.0,71.0,43.0,,21.0,47.0,17.0
E 138 St & Grand Concourse,,,,,33.0,127.0,160.0,137.0,138.0,124.0,113.0,81.0
St. Ann's Av & Bruckner Blvd,,,,,31.0,158.0,169.0,249.0,258.0,168.0,100.0,55.0
St Mary's St & Jackson Ave,,,,,30.0,307.0,323.0,242.0,276.0,266.0,167.0,70.0
Willis Ave & E 143 St,,,,,25.0,161.0,185.0,158.0,189.0,251.0,151.0,55.0
Brook Ave & E 141 St,,,,,19.0,151.0,156.0,200.0,130.0,115.0,82.0,55.0
E 138 St & Willow Ave,,,,,14.0,157.0,121.0,141.0,148.0,80.0,67.0,45.0
St. Ann's Ave & E 144 St,,,,,12.0,251.0,229.0,246.0,243.0,146.0,113.0,61.0
E 134 St & Walnut Ave,,,,,12.0,108.0,180.0,164.0,148.0,77.0,64.0,36.0
E 144 St & Brook Ave,,,,,5.0,157.0,136.0,184.0,154.0,165.0,123.0,74.0
Manila & 1st,,,,,2.0,,3.0,,,2.0,,
Hoboken Ave at Monmouth St,,,,,2.0,3.0,2.0,4.0,3.0,,,
Walnut Ave & E 136 St,,,,,2.0,28.0,59.0,101.0,127.0,102.0,92.0,69.0
Baldwin at Montgomery,,,,,1.0,,,,,,,1.0
Hilltop,,,,,1.0,,1.0,1.0,,1.0,,
Communipaw & Berry Lane,,,,,1.0,1.0,,,,,,
Van Vorst Park,,,,,1.0,,,,2.0,,,
Riverside Dr & W 145 St,,,,,,2204.0,2095.0,1327.0,906.0,569.0,461.0,242.0
Bradhurst Ave & W 148 St,,,,,,1887.0,1528.0,1312.0,1335.0,1006.0,612.0,337.0
W 133 St & 12 Ave,,,,,,1364.0,1838.0,1693.0,1527.0,1048.0,361.0,94.0
Riverside Dr & W 138 St,,,,,,1275.0,1420.0,1604.0,1297.0,892.0,745.0,275.0
Lenox Ave & W 144 St,,,,,,1050.0,1006.0,1012.0,965.0,807.0,430.0,283.0
Adam Clayton Powell Blvd & W 141 St,,,,,,1002.0,949.0,570.0,1076.0,913.0,730.0,400.0
W 146 St & Broadway,,,,,,938.0,788.0,776.0,894.0,800.0,621.0,339.0
W 145 St & Amsterdam Ave,,,,,,793.0,565.0,671.0,655.0,518.0,430.0,316.0
St Nicholas Ave & E 134 St,,,,,,790.0,1096.0,1370.0,1465.0,1272.0,849.0,508.0
E 149 St & Jackson Ave,,,,,,645.0,483.0,355.0,408.0,286.0,203.0,113.0
W 144 St & Adam Clayton Powell Blvd,,,,,,642.0,777.0,926.0,808.0,776.0,485.0,281.0
Melrose Ave & E 150 St,,,,,,624.0,547.0,372.0,636.0,645.0,488.0,286.0
5 Av & W 139 St,,,,,,623.0,1006.0,1310.0,1447.0,1078.0,793.0,548.0
Motorgate,,,,,,570.0,2845.0,2790.0,2718.0,1939.0,1602.0,758.0
Lenox Ave & W 133 St,,,,,,509.0,874.0,1120.0,1043.0,801.0,743.0,426.0
Edgecombe Ave & W 141 St,,,,,,474.0,1525.0,1943.0,1971.0,1723.0,1180.0,595.0
Roosevelt Island Tramway,,,,,,458.0,2444.0,2637.0,2763.0,1977.0,1322.0,627.0
Adam Clayton Powell Blvd & W 132 St,,,,,,411.0,930.0,1142.0,1205.0,1069.0,798.0,488.0
E 149 St & Eagle Ave,,,,,,281.0,270.0,203.0,173.0,155.0,121.0,70.0
Southpoint Park,,,,,,206.0,1295.0,1562.0,1297.0,766.0,317.0,121.0
Edgecombe Ave & W 145 St,,,,,,138.0,1049.0,1294.0,1345.0,1076.0,790.0,519.0
Brook Ave & E 138 St,,,,,,123.0,357.0,429.0,460.0,361.0,325.0,183.0
W 148 St & Amsterdam Ave,,,,,,122.0,872.0,550.0,597.0,504.0,400.0,259.0
E 142 St & 3 Ave,,,,,,104.0,173.0,236.0,248.0,280.0,180.0,75.0
E 147 St & Bergen Ave,,,,,,91.0,241.0,277.0,264.0,234.0,214.0,126.0
E 138 St & Cypress Ave,,,,,,84.0,115.0,144.0,163.0,169.0,118.0,76.0
Hamilton Pl & W 140 St,,,,,,70.0,328.0,358.0,138.0,483.0,386.0,251.0
E 141 St & St Ann's Ave,,,,,,65.0,191.0,276.0,313.0,260.0,199.0,123.0
Propsect Ave & E 151 St,,,,,,60.0,,,,,,
St. Nicholas Terrace & Convent Ave,,,,,,51.0,167.0,254.0,321.0,248.0,162.0,111.0
E 138 St & Canal St W,,,,,,51.0,104.0,143.0,228.0,226.0,145.0,78.0
Southern Blvd & E 142 St,,,,,,42.0,30.0,67.0,56.0,45.0,34.0,11.0
Westchester Ave & Jackson Ave,,,,,,42.0,497.0,345.0,352.0,343.0,261.0,126.0
E 141 St & Jackson Ave,,,,,,34.0,112.0,184.0,169.0,152.0,112.0,41.0
Wales Ave & E 147 St,,,,,,16.0,166.0,161.0,266.0,207.0,126.0,50.0
Marin Light Rail,,,,,,2.0,4.0,,2.0,,,
Hamilton Park,,,,,,1.0,,1.0,6.0,,1.0,1.0
Newark Ave,,,,,,1.0,1.0,1.0,,,,
8 Ave & W 38 St,,,,,,,4639.0,6966.0,7397.0,6467.0,4856.0,3648.0
West End Ave & W 60 St,,,,,,,2628.0,4141.0,5022.0,5017.0,3911.0,2418.0
Central Park West & W 85 St (old),,,,,,,1480.0,,,,,
Soissons Landing,,,,,,,1162.0,2744.0,2852.0,1720.0,43.0,
Yankee Ferry Terminal,,,,,,,933.0,2491.0,2442.0,1792.0,21.0,
Madison Av & E 51 St,,,,,,,903.0,1763.0,2115.0,2099.0,1698.0,1386.0
Picnic Point,,,,,,,854.0,2198.0,2227.0,1317.0,21.0,
Adam Clayton Powell Blvd & W 138 St,,,,,,,631.0,1751.0,1917.0,1542.0,1223.0,754.0
W 147 St & Adam Clayton Powell Blvd,,,,,,,595.0,675.0,720.0,655.0,528.0,251.0
Prospect Ave & E 151 St,,,,,,,528.0,537.0,380.0,312.0,192.0,91.0
Broadway & W 131 St,,,,,,,479.0,549.0,654.0,514.0,462.0,307.0
Riverside Dr & W 148 St,,,,,,,280.0,1425.0,1264.0,950.0,534.0,266.0
Broadway & W 133 St,,,,,,,242.0,968.0,725.0,623.0,568.0,312.0
Broadway & W 153 St,,,,,,,239.0,680.0,557.0,395.0,226.0,130.0
St Ann's Ave & Westchester Ave,,,,,,,185.0,114.0,168.0,156.0,75.0,49.0
Hamilton Pl & W 138 St,,,,,,,113.0,352.0,530.0,366.0,269.0,166.0
Macombs Pl & W 152 St,,,,,,,106.0,505.0,506.0,401.0,363.0,177.0
Edgecombe Ave & W 150 St,,,,,,,104.0,287.0,237.0,204.0,138.0,93.0
W 140 St & Riverside Dr,,,,,,,77.0,410.0,385.0,289.0,288.0,155.0
Adam Clayton Powell Blvd & W 151 St,,,,,,,70.0,337.0,377.0,338.0,288.0,130.0
Lenox Ave & W 146 St,,,,,,,68.0,390.0,364.0,318.0,257.0,160.0
St Nicholas Ave & W 150 St,,,,,,,37.0,631.0,689.0,558.0,516.0,307.0
Brook Ave & E 148 St,,,,,,,34.0,211.0,219.0,223.0,184.0,109.0
E 155 St & Courtlandt Ave,,,,,,,31.0,227.0,132.0,118.0,60.0,54.0
OLD Southern Blvd & E 142 St,,,,,,,28.0,,,,,
Courtlandt Ave & E 149 St,,,,,,,26.0,214.0,348.0,321.0,339.0,136.0
Melrose Ave & E 154 St,,,,,,,26.0,222.0,143.0,173.0,137.0,68.0
Amsterdam Ave & W 152 St,,,,,,,24.0,420.0,399.0,381.0,275.0,122.0
Gerard Ave & E 146 St,,,,,,,22.0,390.0,243.0,242.0,108.0,55.0
Cauldwell Ave & E 161 St,,,,,,,20.0,319.0,262.0,182.0,123.0,41.0
Harlem River Dr & W 155 St,,,,,,,12.0,394.0,289.0,216.0,160.0,65.0
Bergen Ave & E 152 St,,,,,,,11.0,118.0,167.0,138.0,150.0,102.0
Alexander Ave & E 134 St,,,,,,,8.0,254.0,367.0,341.0,258.0,135.0
City Hall,,,,,,,7.0,8.0,2.0,2.0,,
E 156 & Brook Ave,,,,,,,6.0,235.0,369.0,309.0,225.0,226.0
Brook Ave & E 157 St,,,,,,,4.0,321.0,232.0,234.0,169.0,64.0
Prospect Ave & Longwood Ave,,,,,,,3.0,504.0,448.0,182.0,137.0,53.0
JCBS Depot,,,,,,,2.0,,,2.0,,
Warren St,,,,,,,2.0,,,,,
McGinley Square,,,,,,,1.0,,,,,
Liberty Light Rail,,,,,,,1.0,1.0,2.0,1.0,,
W 78 St & Amsterdam Ave,,,,,,,,3186.0,4573.0,4039.0,3473.0,2226.0
Central Park W & W 97 St,,,,,,,,2581.0,5861.0,4733.0,3821.0,1849.0
W 48 St & Rockefeller Plaza,,,,,,,,1466.0,1930.0,1952.0,1529.0,1319.0
Madison Ave & E 26 St,,,,,,,,1434.0,3063.0,3321.0,2462.0,1587.0
W 51 St & Rockefeller Plaza,,,,,,,,1297.0,1820.0,2055.0,1648.0,1384.0
Central Park W & W 91 St,,,,,,,,1282.0,3835.0,3758.0,3049.0,1508.0
Central Park W & W 103 St,,,,,,,,1039.0,2756.0,2357.0,1852.0,999.0
Fort Washington Ave & W 183 St,,,,,,,,965.0,1550.0,1063.0,651.0,352.0
Fort Washington Ave & W 173 St,,,,,,,,865.0,705.0,567.0,398.0,220.0
Broadway & W 160 St,,,,,,,,798.0,1197.0,843.0,629.0,347.0
W 165 St & Fort Washington Ave,,,,,,,,569.0,756.0,606.0,446.0,242.0
W 180 St & Ft Washington Ave,,,,,,,,543.0,1194.0,635.0,434.0,257.0
Avenue D & E 10 St,,,,,,,,418.0,2350.0,2502.0,1035.0,998.0
Wadsworth Ave & W 179 St,,,,,,,,386.0,602.0,519.0,320.0,178.0
W 160 St & St. Nicholas Ave,,,,,,,,380.0,415.0,391.0,300.0,160.0
Broadway & W 165 St,,,,,,,,362.0,519.0,506.0,444.0,332.0
W 163 St & Riverside Dr,,,,,,,,359.0,314.0,238.0,189.0,95.0
Cabrini Blvd & W 177 St,,,,,,,,355.0,418.0,330.0,287.0,144.0
W 155 St & Frederick Douglass Blvd,,,,,,,,343.0,416.0,420.0,354.0,158.0
Amsterdam Ave & W 172 St,,,,,,,,339.0,358.0,262.0,124.0,107.0
Amsterdam Ave & W 162 St,,,,,,,,296.0,388.0,275.0,238.0,162.0
St. Nicholas Ave & W 157 St,,,,,,,,294.0,294.0,280.0,213.0,133.0
E 150 St & Gerard Ave,,,,,,,,237.0,642.0,505.0,236.0,154.0
St. Nicholas Ave & W 155 St,,,,,,,,234.0,443.0,443.0,361.0,174.0
Amsterdam Ave & W 156 St,,,,,,,,229.0,402.0,254.0,193.0,106.0
Wadsworth Ave & W 175 St,,,,,,,,223.0,317.0,294.0,231.0,111.0
Grant Ave & E 164 St,,,,,,,,219.0,524.0,495.0,343.0,189.0
Amsterdam Ave & W 180 St,,,,,,,,191.0,255.0,195.0,113.0,42.0
Frederick Douglass Blvd & Harlem River Dr,,,,,,,,174.0,340.0,221.0,151.0,87.0
E 169 St & Webster Ave,,,,,,,,174.0,580.0,289.0,415.0,91.0
Convent Ave & W 151 St,,,,,,,,168.0,173.0,177.0,155.0,96.0
Edgecombe Ave & W 167 St,,,,,,,,165.0,293.0,166.0,116.0,65.0
Amsterdam Ave & W 167 St,,,,,,,,163.0,339.0,383.0,252.0,171.0
Gerard Ave & McClellan St,,,,,,,,160.0,207.0,151.0,88.0,52.0
Westchester Ave & E 156 St,,,,,,,,159.0,177.0,128.0,99.0,58.0
Grand Concourse & E 167 St,,,,,,,,156.0,553.0,470.0,277.0,140.0
E 160 St & Tinton Ave,,,,,,,,156.0,173.0,100.0,91.0,36.0
Amsterdam Ave & W 183 St,,,,,,,,153.0,524.0,494.0,307.0,155.0
W 171 St & St. Nicholas Ave,,,,,,,,144.0,331.0,423.0,318.0,219.0
Gerard Ave & E 165 St,,,,,,,,135.0,201.0,168.0,106.0,72.0
Gerard Ave & E 164 St,,,,,,,,130.0,236.0,159.0,103.0,47.0
Amsterdam Ave & W 175 St,,,,,,,,119.0,279.0,245.0,166.0,64.0
Audobon Ave & W 179 St,,,,,,,,112.0,221.0,189.0,136.0,85.0
Ogden Ave & W 164 St,,,,,,,,109.0,210.0,243.0,175.0,121.0
Grand Concourse & E 171 St,,,,,,,,99.0,673.0,359.0,256.0,147.0
Cauldwell Ave & E 158 St,,,,,,,,87.0,77.0,86.0,76.0,30.0
W 163 St & Edgecombe Ave,,,,,,,,68.0,104.0,80.0,72.0,27.0
Ogden Ave & W 165 St,,,,,,,,58.0,299.0,330.0,175.0,67.0
Old Broadway & W 133 St,,,,,,,,57.0,104.0,104.0,103.0,66.0
Shakespeare Ave & W 169 St,,,,,,,,48.0,218.0,203.0,140.0,118.0
E 158 St & Melrose Ave,,,,,,,,43.0,259.0,176.0,88.0,71.0
W 159 St & Edgecombe Ave,,,,,,,,42.0,90.0,120.0,102.0,65.0
Nelson Ave & W 172 St,,,,,,,,36.0,385.0,408.0,295.0,148.0
Inwood Ave & W 170 St,,,,,,,,33.0,299.0,143.0,91.0,44.0
W 170 St & University Ave,,,,,,,,29.0,331.0,277.0,145.0,89.0
Sheridan Ave & E 168 St,,,,,,,,29.0,189.0,271.0,223.0,127.0
Grand Concourse & E 156 St,,,,,,,,3.0,292.0,174.0,92.0,30.0
E 153 St & E 157 St,,,,,,,,2.0,81.0,165.0,151.0,59.0
Bergen Ave,,,,,,,,1.0,,,,
Riverview Park,,,,,,,,1.0,2.0,3.0,1.0,2.0
1 Ave & E 39 St,,,,,,,,,6374.0,6426.0,5282.0,3324.0
E 39 St & Lexington Ave,,,,,,,,,5074.0,5960.0,4079.0,2728.0
Liberty St & Nassau St,,,,,,,,,1560.0,,251.0,813.0
E 161 St & River Ave,,,,,,,,,1312.0,1135.0,650.0,332.0
W 20 St & 10 Ave,,,,,,,,,1124.0,4666.0,3768.0,2387.0
Greenwich St & Hubert St,,,,,,,,,1091.0,1679.0,1006.0,497.0
E 44 St & 2 Ave,,,,,,,,,1043.0,1836.0,1447.0,900.0
